step,train_loss,forward_duration,backward_duration,total_duration,before_gpu_mem,forward_gpu_mem,backward_gpu_mem,peak_gpu_mem,eval_loss,eval_duration
138,7.5,0.00400887057185173,0.009051197208464146,0.013060067780315876,651307008,19976217600,7160875520,32834806784,,
139,7.46875,0.00399244949221611,0.009030846878886223,0.013023296371102333,651307008,19976217600,7160875520,32834806784,,
140,7.4375,0.004023769870400429,0.009029426611959934,0.013053196482360363,651307008,19976217600,7160875520,32834806784,7.4525,0.05927165314555168
141,7.4375,0.004054630175232887,0.009961883537471294,0.014016513712704182,651307008,19976217600,7160875520,32834806784,,
142,7.46875,0.0040572695434093475,0.009138017892837524,0.013195287436246872,651307008,19976217600,7160875520,32834806784,,
143,7.46875,0.004008598625659943,0.009049206972122192,0.013057805597782135,651307008,19976217600,7160875520,32834806784,,
144,7.46875,0.004577204585075378,0.020242860540747643,0.02482006512582302,651307008,19976217600,7160875520,32834806784,,
145,7.4375,0.004293152131140232,0.11039159074425697,0.1146847428753972,651307008,19976217600,7160875520,32834806784,,
146,7.46875,0.022895660251379013,0.009125678800046444,0.03202133905142546,651307008,19976217600,7160875520,32834806784,,
147,7.4375,0.003991070203483105,0.00903248693794012,0.013023557141423225,651307008,19976217600,7160875520,32834806784,,
148,7.4375,0.0040190499275922775,0.009036337956786156,0.013055387884378433,651307008,19976217600,7160875520,32834806784,,
149,7.46875,0.01427643746137619,0.009121367707848549,0.02339780516922474,651307008,19976217600,7160875520,32834806784,,
150,7.46875,0.003985380753874779,0.0091096181422472,0.013094998896121979,651307008,19976217600,7160875520,32834806784,7.42625,0.059748578295111654
151,7.46875,0.004639694467186928,0.010101201944053173,0.0147408964112401,651307008,19976217600,7160875520,32834806784,,
152,7.4375,0.0039934758096933365,0.009130965918302536,0.013124441727995872,651307008,19976217600,7160875520,32834806784,,
153,7.4375,0.004038024693727493,0.009108245372772217,0.01314627006649971,651307008,19976217600,7160875520,32834806784,,
154,7.40625,0.004020754247903824,0.009119166061282158,0.013139920309185982,651307008,19976217600,7160875520,32834806784,,
155,7.4375,0.004004594869911671,0.009029136039316654,0.013033730909228325,651307008,19976217600,7160875520,32834806784,,
156,7.4375,0.004019794054329395,0.009016386233270168,0.013036180287599564,651307008,19976217600,7160875520,32834806784,,
157,7.4375,0.004001224413514137,0.009024516679346561,0.013025741092860699,651307008,19976217600,7160875520,32834806784,,
158,7.4375,0.004029944539070129,0.009087896905839443,0.013117841444909573,651307008,19976217600,7160875520,32834806784,,
159,7.46875,0.004033705219626427,0.009051975794136524,0.013085681013762951,651307008,19976217600,7160875520,32834806784,,
